College Name,Email
"CHHATTISGARH SWAMI VIVEKANAND TECHNICAL UNIVERSITY, BHILAI",registrar@csvtu.ac.in
"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASPUR",deancims@gmail.com
"CHOUKSEY ENGINEERING COLLEGE, BILASPUR",principalcec@cecbilaspur.ac.in
"O.P. JINDAL UNIVERSITY, RAIGARH",registrar@opju.ac.in
MATS UNIVERSITY,registrar@matsuniversity.ac.in
"Sant Guru Ghasidas
College of Education",santgurughasidas@gmail.com
"Rambai Kanhaiyalal
Sahu, Arts College,
Hasod",rbkl.college@gmail.com
"Shri Sandeepni
Vigyan Sansthan ,
College, Rahod",ssmahavidyalaya@gmail.com
"Govt. J.M.P. College,
Takhatpur",principalgjmptakhatpur@gmail.com
"Vidya Vihar College, Bilaspur",vidyaviharmv01@gmail.com
"D.P. Vipra Law College, Bilaspur",krlawcollege@gmail.com
"Mahamaya Excellancy College, Bilaspur",mahamayaexcellencybsp@gmail.com
"P.N.S. College, Nehrunagar, Bilaspur",principal.pns.college@gmail.com
"Sant Guru Ghasidas College of Education, Pachpedi",santgurughasidas@gmail.com
"Govt. Kanti Kumar Bhartiya College, Sakti",govt.kkbsakti@gmail.com
"Lal Bahadur Shastri Arts/Commers College, Baloda",lbs.baloda@gmail.com
"Lal Bahadur Shastri Edu. College, Baloda",rajesh.mishra2003@gmai.com
"Rambai Kanhaiyalal Sahu, Arts College, Hasod",rbkl.college@gmail.com
"Gyandip Education College, Janjgir",akhileshkatakwar@redifmail.com
Naveen Pvt. S.D. College Navagarh,sdcollegenawagarh@gmail.com
"Shri Sandeepni Vigyan Sansthan College, Rahod",ssmahavidyalaya@gmail.com
"Government Arts, Science and Commerce College",jamgaonrcollege@gmail.com
"Government Arts, Science and Commerce College",principalbori@gmail.com
Government Danveer Tularam College,gdtcollege@gmail.com
Government Dr. Waman Wasudev Patankar Girls PG College,govtgirlspgcollege@gmail.com
Government Navin College,govt.newcollegekhursiparbhilai@gmail.com
Government Vishwanath Yadav Tamaskar Post Graduate Autonomus College,pprinci2010@gmail.com
Indian Institute of Technology Bhilai,academics@iitbhilai.ac.in
Indira Gandhi Government Arts & Commerce College,govt.collegevaishalinagar@gmail.com
Sant Guru Ghasidas College of Education,santgurughasidas@gmail.com
"Shri Sandeepni Vigyan Sansthan, College, Rahod",ssmahavidyalaya@gmail.com
"Govt. J.M.P. College, Takhatpur",principalgjmptakhatpur@gmail.com
IIIT VADODARA INTERNATIONAL CAMPUS DIU,administration@diu.iiitvadodara.ac.in
"NATIONAL INSTITUTE OF FASHION TECHNOLOGY, DAMAN",nift.daman@nift.ac.in
"Diu College, Diu",diucollege@gmail.com
"Government Polytechnic, Diu",diupolytechnic@gmail.com
Indian Institute of Information Technology Vadodara – International Campus Diu (IIITV-ICD),nodal_officer@diu.iiitvadodara.ac.in
Dr. APJ Abdul Kalam Govt. College,dnh.sihl2011@gmail.com
SSR College of Pharmacy,principalssrcp@gmail.com
Bharat Ratna Dr. B.R. Ambedkar University,info@aud.ac.in
Indraprastha Institute of Information Technology,info@iiitd.ac.in
Jamia Millia Islamia,mahmad4@jmi.ac.in
Jamia Hamdard (Hamdard University),director_sodl@jamiahamdard.ac.in
University of Delhi,vc@du.ac.in
DELHI TECHNOLOGICAL UNIVERSITY,aracademic@dtu.ac.in
Deen Dayal Upadhyaya College,principaldducollege@gmail.com
Acharya Narendra Dev College,admissions@andc.du.ac.in
Shyam Lal College,slcm@shyamlal.du.ac.in
Keshav Mahavidyalya,principal@keshav.du.ac.in
Sri Guru Gobind Singh College of Commerce,iqac.sggscc@sggscc.ac.in
Ramanujan College,ramanujancollege2010@gmail.com
Guru Gobind Singh Indraprastha University,coe@ipu.ac.in
Indira Gandhi Delhi Technical University for Women,somya.gupta1@gmail.com
Maulana Azad Medical College,mamcregistrar@gmail.com
"Gargi College, New Delhi",gargicollege7@gmail.com
Jesus and Mary Collegei,principal@jmc.ac.in
Keshav Mahavidyalaya,principal@keshav.du.ac.in
Shaheed Sukhdev College of Business Studies,cbs@sscbsdu.ac.in
Shivaji College,shivajicollege.ac@gmail.com
Sri Venkateswara College,principal@svc.ac.in
Atma Ram Sanatan Dharma College,principal@arsd.du.ac.in
Daulat Ram College,daulatramcollegedu@gmail.com
Dyal Singh College,principal@dsc.du.ac.in
Hindu College,principal@hinducollege.org
Institute of Home Economics,principal@ihe.du.ac.in
Maharaja Agrasen College,principal@mac.du.ac.in
Miranda House,principal@mirandahouse.ac.in
Shaheed Bhagat Singh Evening College,principal.sbsec@gmail.com
Shri Ram College of Commerce,principaloffice@srcc.du.ac.in
Vivekananda College,vivac2008@vivekanand.du.ac.in
Zakir Husain Delhi College,principal@zhe.du.ac.in
Bhaskaracharya College of Applied Sciences,bhaskaracharya.college@bcas.du.ac.in
Jagan Institute of Management Studies,contact@jimsindia.org
LINGAYA'S LALITA DEVI INSTITUTE OF MANAGEMENT & SCIENCES,info@lldims.org.in
Lady Irwin College,director@lic.du.ac.in
Aryabhatta College,admin@aryabhattacollege.ac.in
College of Vocational Studies,du.cvs.principal@gmail.com
Lakshmi Bai College,info@lb.du.ac.in
Aditi Mahavidyalaya,info@aditi.du.ac.in
Sri Guru Nanak Dev Khalsa College,principal@sgndkc.du.ac.in
College of Arts,principaldcac@gmail.com
Delhi College of Arts & Commerce,principaldcac@gmail.com
Maharishi Valmiki College of Education,mvce1995@gmail.com
Maulana Azad Medical College,deanmamc.2012@gmail.com
Moti Lal Nehru College,opgusai@gmail.com
Ram Lal Anand College,rlac.du@gmail.com
Shaheed Bhagat Singh College,sbscseminar@gmail.com
Swami Shraddhanand College,soaccounts@ss.du.ac.in
University College of Med. Sc. And G.T.B. Hospital,principal@ucms.ac.in
National Institute of Health & Family Welfare,info@nihfw.org
Kasturba Hospital,kasturbahospital@gmail.com
College of Nursing at Army Hospital (R&R),vc@du.ac.in
DELHI SCHOOL OF JOURNALISM,dsoj.du@gmail.com
International Management Institute New Delhi,imiinfo@imi.edu
Indian Institute of Foreign Trade,dmissions@iift.ac.in
Faculty of Management Studies,fiesta@fms.edu
National Law University,registrar@nludelhi.ac.in
Institute of Liver and Biliary Sciences,archanajipmer04@gmail.com
National Institute of Technology,ar@nitdelhi.ac.in
Fortune Institute of International Business,fiib@fiib.edu.in
JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL,admission@jagannath.org
"School of Planning & Architecture, New Delhi",admission@spa.ac.in
Delhi Institute of Hotel Management Lajpat Nagar New Delhi,dihm.net@gmail.com
ST. STEPHEN S COLLEGE,principal@ststephens.edu
DR. BHIM RAO AMBEDKAR COLLEGE,brambedkarcollege.du@gmail.com
ARYABHATT INSTITUTE OF TECHNOLOGY,abitdelhi@gmail.com
FACULTY OF LAW,pic@lc2.du.ac.in
FACULTY OF ARTS,departmentofarabicdu@gmail.com
FACULTY OF EDUCATION,headcie2014@gmail.com
FACULTY OF MATHEMATICAL SCIENCES,office@cs.du.ac.in
FACULTY OF MEDICAL SCIENCES,lawfaculty@gmail.com
FACULTY OF MUSIC,deanmusicdepartment@gmail.com
FACULTY OF OPEN LEARNING,deanmusicdepartment@gmail.com
FACULTY OF SCIENCE,deanmusicdepartment@gmail.com
FACULTY OF SOCIAL SCIENCES,head.dacee@gmail.com
AFFILIATED FACULTIES,lawfaculty@gmail.com
DEPARTMENT OF BIOCHEMISTRY,suman.kundu@south.du.ac.in
DEPARTMENT OF BIOPHYSICS,subho@south.du.ac.in
DEPARTMENT OF BUSINESS ECONOMICS,mbeadmindu@gmail.com
DEPARTMENT OF ELECTRONIC SCIENCE,does@south.du.ac.in
DEPARTMENT OF ENGLISH,head@english.du.ac.in
DEPARTMENT OF FINANCIAL STUDIES,mbeadmindu@gmail.com
DEPARTMENT OF GENETICS,udscgenetics@gmail.com
DEPARTMENT OF HINDI,head@english.du.ac.in
DEPARTMENT OF HISTORY,head@maths.du.ac.in
DEPARTMENT OF INFORMATICS,udscgenetics@gmail.com
DEPARTMENT OF MANAGEMENT STUDIES,head@maths.du.ac.in
DEPARTMENT OF MATHEMATICS,head@maths.du.ac.in
DEPARTMENT OF OPERATIONAL RESEARCH,pgupta@or.du.ac.in
DEPARTMENT OF PLANT MOLECULAR BIOLOGY,head.pmb@gmail.com
DEPARTMENT OF POLITICAL SCIENCE,polscience.du@gmail.com
DEPARTMENT OF PSYCHOLOGY,anandprakash.headpsychology@gmail.com
FACULTY OF TECHNOLOGY,lawfaculty@gmail.com
DR. BABA SAHEB AMBEDKAR MEDICAL COLLEGE & HOSPITAL,bsamchdelhi@gmail.com
INDIAN INSTITUTE OF PACKAGING,iipdelhi@iip-in.com
CH. BRAHM PRAKASH GOVERNMENT ENGINEERING COLLEGE,cbpgecj@gmail.com
NEW DELHI INSTITUTE OF MANAGEMENT,registrar@ndimdelhi.org
INSTITUTE OF INFORMATION TECHNOLOGY & MANAGEMENT,director@iitmipu.ac.in
DELHI TECHNOLOGICAL UNIVERSITY EAST DELHI CAMPUS,exam.edc@dtu.ac.in
DELHI INSTITUTE OF ADVANCED STUDIES,dias@dias.ac.in
DELHI INSTITUTE OF TOOL ENGINEERING,dpdite@gmail.com
ZAKIR HUSAIN DELHI COLLEGE (EVENING),principal@zhe.du.ac.in
PG DAV COLLEGE (EVENING),principalpgdaveve@gmail.com
"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, NEW DELHI",admin@aiimspatna.org
DEPARTMENT OF COMPUTER SCIENCE,office.es.du@gmail.com
MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,geetika.dhand@msit.in
UNIVERSITY SCHOOL OF AUTOMATION AND ROBOTICS,ajay.s@ipu.ac.in
"MEERABAI DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, MAHARANI BAGH CAMPUS",director-mbit@dseu.ac.in
"DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, DWARKA CAMPUS",director-iitd@dseu.ac.in
"DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, RAJOKRI CAMPUS",director-rit@dseu.ac.in
"DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, OKHLA II CAMPUS",director-dite@dseu.ac.in
"G. B. PANT DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, OKHLA I CAMPUS",director-gbpec@dseu.ac.in
"G. B. PANT DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, OKHLA III CAMPUS",director-gbpit@dseu.ac.in
"DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, PUSA CAMPUS",director-pit@dseu.ac.in
"DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, WAZIRPUR I CAMPUS",director-dite@dseu.ac.in
"AMBEDKAR DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, SHAKARPUR CAMPUS I",director-ait@dseu.ac.in
"KASTURBA DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, PITAMPURA CAMPUS",director-kit@dseu.ac.in
"GURU NANAK DEV DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, ROHINI CAMPUS",director-gndit@dseu.ac.in
"ARYABHATT DELHI SKILL AND ENTREPRENEURSHIP UNIVERSITY, ASHOK VIHAR CAMPUS",director-abit@dseu.ac.in
SHRI LAL BAHADUR SHASTRI NATIONAL SANSKRIT UNIVERSITY,registrar@slbsrsv.ac.in
CAMPUS LAW CENTRE,pic@clc.du.ac.in
LAW CENTRE I,pic@lc1.du.ac.in
LAW CENTRE II,pic@lc2.du.ac.in
ASHOK INSTITUTE OF HOSPITALITY AND TOURISM MANAGEMENT,itdc.aihtm@gmail.com
SATYAWATI COLLEGE,principal@satyawati.du.ac.in
DELHI PHARMACEUTICAL SCIENCES AND RESEARCH UNIVERSITY,acoe@dpsru.edu.in
MOTILAL NEHRU COLLEGE,motilalnehru64@gmail.com
SRI AUROBINDO COLLEGE,principal@aurobindo.du.ac.in
"VIVEKANANDA INSTITUTE OF PROFESSIONAL STUDIES, TECHNICAL CAMPUS FORMERLY KNOWN AS VIVEKANANDA INSTITUTE OF PROFESSIONAL STUDIES",vipsedu@vips.edu
SHYAM LAL COLLEGE (EVENING),principal@shyamlale.du.ac.in
SOUTH ASIAN UNIVERSITY,admission@sau.int
University College of Medical Sciences,principal@ucms.ac.in
Shivaji College,sonambarak9@gmail.com
Hansraj College,rpsyadav11@gmail.com
Shyamlal College (Day),ojitsingh@ramjas.du.ac.in
Motilal Nehru College (Day),manvivaish@ramjas.du.ac.in
UCMS,kanikabajaj@dsc.du.ac.in
"Biochemistry Department, Daulat Ram College",udita297@gmail.com
Department of Commerce,nitajgd@gmail.com
Shaheed Rajguru College of Applied Sciences for Women,nida.arshi@gmail.com
Daulat Ram College/Dept of English,iroy@chemistry.du.ac.in
Dyal Singh College (Evening),srath@physics.du.ac.in
DYAL SINGH EVENING COLLEGE,akhilesh682000@gmail.com
Deshbandhu College/Mathematics,aneetwadhwa@gmail.com
"Department of Botany, Daulat Ram College",amitsaroha24@gmail.com
Deen Dayal Upadhyay College,kchaudhary1@gmail.com
Rajdhani College/ English,vandana111gs@gmail.com
Deen Dayal Upadhaya College (Computer Science),seema@db.du.ac.in
Shaheed Bhagat Singh Evening College,hm.kapur@gmail.com
Ramjas College (Zoology),maksaini.kumar@gmail.com
Dyal Singh College,rajarshi.kar@gmail.com
Gargi College,padmshree.m@gmail.com
Chemistry,lalit.kapur@bcas.du.ac.in
SHAHEED BHAGAT SINGH COLLEGE,ksharma.dse@gmail.com
"Department of Zoology, Swami Shraddhanand College",principal@rajguru.du.ac.in
"Department of History, Shaheed Bhagat Singh College",natasha.tageja@gmail.com
Chemistry,dhanwati_ps@dsce.du.ac.in
Department of Physics and Astrophysics,naseem.srite@gmail.com
Department of Chemistry,uarora@db.du.ac.in
"WUS Health Centre, South Campus",rkathal14@gmail.com
Indra Gandhi Institute of Physical Education and Sport Science,asha.arora2310@gmail.com
Indraprastha College for Women/ Department of Sanskrit,bbt.saini@gmail.com
Shivaji College/ Dept of Commerce,susmitalakhyani@gmail.com
Ramjas College Department of Chemistry,roopa.duchem@gmail.com
Shivaji College,pujlibra@gmail.com
"H. K. Arts College
Address : Opp. Handloom House, Ashram Road 380009",dr.gjbanjara@gmail.com
"Government Arts College, Gandhinagar
Address : Near Mahatma Mandir, Sector 15 382016",gacgnr@gmail.com
"Uma Arts & Nathiba Commerce Mahila College (Arts)
Address :Sector - 23, GH – 5½ 382023",artscollegeuma@gmail.com
"Bhavan's R. A. College of Arts & Commerce
Address : Khanpur, 380001",swatimineshvyas@gmail.com
"Goverment Arts College [KK Shastri College]
Address : Bihari mill compound, Khokhra road, Maninagar (East) 380008",pandyagg@gmail.com
"L. D. Arts College
Address : Opp. IIM, Navrangpura 380009",chavda.m.d@gmail.com
"R. H. Patel Arts & Comm. College
Address : B/h. Vyas Vadi, Navawadaj 380013",rhpacc@gmail.com
"Swaminarayan Arts College
Address : Geeta Mandir rd., 380022",hpt2610@gmail.com
"F. D. Arts & Commerce College for Women
Address : Nr. Jamalpur Gate, 380001",fdcollege@gmail.com
"Bhavan's R. A. College of Arts & Commerce
Address : Khanpur, 380001",swatimineshvyas@gmail.com
"R. H. Patel Arts & Comm. College
Address : B/h. Vyas Vadi, Navawadaj 380013",rhpacc@gmail.com
"Uma Arts & Nathiba Commerce Mahila College (Arts)
Address :Sector - 23, GH – 5½ 382023
Website : https://www.uancmahilacollege.org
PhoneNo : 23240443
COURSES
Haribhai - -
Email : artscollegeuma@gmail.com
Mobile : 9427703973",artscollegeuma@gmail.com
"H. K. Arts College
Address : Opp. Handloom House, Ashram Road 380009",dr.gjbanjara@gmail.com
"H. K. Arts College
Address : Opp. Handloom House, Ashram Road 380009",dr.gjbanjara@gmail.com
Vishwakarma Government Engineering College,est@vgecg.ac.in
Birla Vishvakarma Mahavidhyalaya (GIA),principal@bvmengineering.ac.in
"Faculty of Technology & Engineering (MSU), Vadodara",dean-techo@msubaroda.ac.in
"GIDC Degree Engineering College, Abrama",gidcengcol@gmail.com
"Ahmedabad Institute Of Technology, Ahmedabad",info@aitindia.in
Birla Vishvakarma Mahavidhyalaya (SFI),principal@bvmengineering.ac.in
Central Institute of Petrochemicals Engineering & Technology,bec052owner@gtu.edu.in
Apollo Institute Of Engineering & Technology,admin@aiet.edu.in
D. A. Degree Engineering and Technology,bec118owner@gtu.edu.in
Gujarat Power Engineering and Research Institute,bec104owner@gtu.edu.in
Ipcowala Institute Of Engineering And Technology,ipcowalaengg@gmail.com
"K.J. Institute Of Engg. And Tech., Savli",info@kjit.org
"Grow More Faculty of Engineering, Himmatnagar",bec056owner@gtu.edu.in
"Kankeshwaridevi Institute Of Technology, Jamnagar",kitjamdigree@gmail.com
"Noble Star Engineering College, Junagadh",becjunagadh@gmail.com
"Om Engineering College, Junagadh",oecjnd@gmail.com
"Laljibhai Chaturbhai Institute Of Tech., Bhandu",bec029owner@gtu.edu.in
"Laxmi Institute Of Technology, Sarigam",lit.director@laxmi.edu.in
"Merchant Engineering College, Basna",bec065owner@gtu.edu.in
Prime Institute of Engineering and Technology,sndrdtrust62@gmail.com
S.S. Agrawal Institute of Engineering & Technology,bec123owner@gtu.edu.in
Shri Sitaram N Patel Institute Of Tech. & Research,admin@snpitrc.ac.in
Shree Swami Atmanand Saraswati Institute Of Technology,admin@ssasit.ac.in
Smt. S.R. Patel Engineering College,info@srpec.org
SMT. Shantaben Haribhai Gajera Engineering College,bec130owner@gtu.edu.in
V.V.P. Engineering College,vvpedulink@gmail.com
Veerayatan Institute of Engineering Technology & Research,engg.admission@veerayatan.org
Sardar Vallabhbhai Patel Institute Of Technology,contact@svitvasad.ac.in
Shankersinh Vaghela Bapu Institute Of Technology,bec075owner@gtu.edu.in
Shree Dhanvantary College Of Engineering & Technology,sdcetprincipal@gmail.com
Sanjaybhai Rajguru College of Engineering,bec036owner@gtu.edu.in
Shree Parekh Engineering College,specmahuva@gmail.com
Shri J M Sabva Institute Of Engineering And Technology,jmsiet@gmail.com
Shri Labhubhai Trivedi Institute Of Engineering And Technology,info@sltiet.edu.in
"A.D. Patel Institute Of Technology, Karamsad",principal@adit.ac.in
"Aditya Silver Oak Institute of Technology, Ahmedabad",info@silveroakuni.ac.in
"Anant School for Climate Action, Ahmedabad",info@anu.edu.in
"Asha M. Tarsadia Institute of Computer Science & Technology, Bardoli",director.amtics@utu.ac.in
"ASIA School of Engineering, Ahmedabad",connect@jguni.in
"Atmiya University – Faculty of Engineering and Technology, Rajkot",dy.registrar@atmiyauni.ac.in
"Bhagwan Arihant Institute of Technology, Surat",bait@bmefcolleges.edu.in
"Bhagwan Mahavir College Of Engineering And Technology, Surat",director.bmcets@bmefcolleges.edu.in
"Chhotubhai Gopalbhai Patel Institute Of Technology, Bardoli",director.cgpit@utu.ac.in
"Darshan Institute Of Engineering & Technology, Rajkot",info@darshan.ac.in
"Dr. Subhash University – School of Engineering & Technology, Junagadh",dean.soet@dsuni.ac.in
"Faculty of Engineering & Technology – GLS University, Ahmedabad",btech@glsuniversity.ac.in
"Faculty of Technology (SFI), Dharmsinh Desai University, Nadiad",examcontroller@ddu.ac.in
"G.H. Patel College Of Engineering & Technology, V. V. Nagar",principal@gcet.ac.in
"Gandhinagar Institute Of Technology, Gandhinagar",registrar@gandhinagaruni.ac.in
"Ganpat University – Institute of Computer Technology, Mehsana",info.ict@ganpatuniversity.ac.in
"Ganpat University – U.V. Patel College of Engineering, Mehsana",admin.uvpce@ganpatuniversity.ac.in
"Gyanmanjari Institute of Technology, Bhavnagar",admissions.acpc@gmiu.edu.in
"Hansaba College Of Engineering And Technology, Siddhpur",principal@hcet.gtc.ac.in
"Hasmukh Goswami College Of Engineering, Vahelal",dr-adm@monarkuni.ac.in
"Indus Institute Of Technology & Engineering, Ahmedabad",info@indusuni.ac.in
"Institute of Advanced Research, Gandhinagar",admissions@iar.ac.in
"ITM (SLS) Baroda University, Vadodara",info@itmbu.ac.in
"ITM Vocational University, Vadodara",info@itmvu.in
"Krishna School of Emerging Technology & Applied Research (KPGU), Vadodara",nodalofficer@kpgu.ac.in
"L.D.R.P. Institute Of Technology & Research, Gandhinagar",info@ldrp.ac.in
"Department of Education - Maharshi Dayanand University, Rohtak",hod.edu@mdurohtak.ac.in
"Aastha College of Education, Yamunanagar",info@aectbhagwanpur.com
"Adarsh College of Education, Bhiwani",info@adarshcoe.com
"Adarsh College of Education, Jhajjar",info@adarsheducation.com
Advanced Institute of Technology & Management,info@advancedinstitutions.com
Aggarwal College Ballabgarh,aggpgcollege@gmail.com
AKIDO College of Engineering,akidocollege@gmail.com
Ambika College of Education,ambikacoe@gmail.com
"Ambika College of Education, Hisar",ambikacoe@gmail.com
Ansal University,info@ansaluniversity.edu.in
Anupama College of Engineering,aceggn.rngi@gmail.com
Aravali College of Education,aravalikarota@gmail.com
Aravali College of Engineering and Management,admissions@acem.edu.in
"Arya College of Education, Bherian",aryacollegeharyana@gmail.com
Arya Girls College,agcambalacantt@gmail.com
Asia Pacific Institute of Information Technology,info@apiit.edu.in
"B.R. College of Education, Kurukshetra",brcollegeofeducation07@gmail.com
"B.R. College of Education, Mahendragarh",brcoeducation@gmail.com
Baba Mast Nath University,contact@bmu.ac.in
Babu Anant Ram Janta College of Education,principalbarjcoe@gmail.com
"Balaji College of Education, Ballabgarh",balajiedu244@gmail.com
Bhagwan Parshuram College of Engineering,bprcollege@gmail.com
Bhagwan Shri Krishan College of Education for Women,bskcollegeofeducation@gmail.com
Bharat Institute of Technology,bits.sonepat@gmail.com
Bharat Vidyapeeth College of Education,bvpkasandi@gmail.com
BM College of Technology & Management,info.bmctm@gmail.com
BPS College of Education,bpscollege@gmail.com
Brahmanand Institute of Research Technology and Management,birtm.ggn@gmail.com
BRCM College of Engineering Technology,infocollege@brcm.edu.in
Brij Mohan Institute of Management and Technology,admissions@bimt.edu.in
Brown Hills College of Engineering & Technology,kmrafi1@gmail.com
Budha College of Management,budhacollege@gmail.com
"C.R. College of Education, Chaudhrywas",crcoedu.hisar@gmail.com
"C.R. College of Education, Hisar",principalcrcoehisar@gmail.com
"Career Launcher India Limited,Faridabad",faridabad@careerlauncher.com
"Career Launcher India Limited,Hissar",hissar.cl@careerlauncher.com
CBS Group of Institutions,ceo@cbscolleges.com
Chaudhary Charan Singh Haryana Agricultural University,regi@hau.ac.in
Chaudhary Charan Singh Haryana Agricultural University,vc@hau.ac.in
Chhotu Ram Polytechnic,crprohtak1956@gmail.com
Chotu Ram Kisan College,principalcrkcjind@gmail.com
CR College of Education,principalcrcoehisar@gmail.com
DAV Centenary College,info@davccfbd.com
"Dayanand College, Hisar",principal.dnchsr@gmail.com
Delhi Technical Campus,delhitechnicalcampus11@gmail.com
Department of Pharmaceutical Education and Research,neelamjain@bpswomenuniversity.ac.in
Directorate of Distance Education-Kurukshetra University,ddekuk@gmail.com
DPG Institute of Technology and Management,info@dpgitm.ac.in
Dronacharya Government College,dgcgurgaon@gmail.com
"Faculty of International Programs, Manav Rachna International...",admissions@manavrachna.edu.in
"Firoz Gandhi Memorial Government College, Adampur",gcadampur@gmail.com
Galaxy Global Group of Institution Faculty of Engineering &...,info@galaxyglobaledu.com
"Galaxy Global Group of Institution, Faculty of Management",info@galaxyglobaledu.com
Gandhi Memorial National (P.G.) College,gmncollege@gmail.com
Ganga Institute of Architecture & Town Planning,giakablana@gmail.com
Ganga Institute of Education,gangainstituteofeducation@gmail.com
Gateway Institute of Engineering and Technology,gietsonipat@gmail.com
Gaur Brahman College of Education,gbcerohtak3@gmail.com
Geeta Engineering College,info@geeta.edu.in
"General Nursing & Midwifery, Maharishi Markandeshwar University",info@mmumullana.org
GGS College of Modern Technology,info.ggscmt@gmail.com
Global Institute of Technology & Management,info@gitmgurgaon.com
"Government College, Safidon",principal.safidon@gmail.com
"Govt. College for Women, Rohtak",gcwrohtak@gmail.com
"Govt. College, Tigaon",gctigaon@gmail.com
Govt.College Bhiwani,gcbhiwaniprincipal@gmail.com
Guru Dham College of Education,gurudhamcollege@gmail.com
Guru Jambheshwar University of Science and Technology,registrar@gjust.org
"Guru Nanak Institute of Technology, Ambala",info@gni.edu.in
Gyan Bharti College of Education,gyanbharticollege@gmail.com
Happy College of Education,info@hcofe.com
"Hindu College of Education, Hissar",hce.hisar@gmail.com
Hindu College of Engineering,hce.snp@hcesonepat.org
Hindu College Sonepat,principalhcsnp@gmail.com
Hindustan Institute of Technology & Management,hitm80@gmail.com
I.B. Women College of Education & Management,ibwomencollege@gmail.com
"I.G. Govt. P.G. College, Tohana",gctohana@gctohana.gov.in
"IBS Business School, Gurgaon",ibsdel@ibsindia.org
IILM University,admissions.iilmu@iilm.edu
"Imperial P.G. College, Hisar",hisarimperial@gmail.com
Indian Institute of Materials Management - Panchkula,iimmchandigarh1@gmail.com
"Indira Gandhi National College, Ladwa (Dhanora)",igncollege@gmail.com
"Institute of Apparel Management, Gurgaon",admissions@iamindia.in
"Institute of Management & Technology, Faridabad",imt@imtfaridabad.com
"Institute of Management & Technology, Faridabad",imt@imtfaridabad.com
IP college of Education,ipjassia@gmail.com
"J.G. College of Education, Sirsa",jgsirsa@gmail.com
Jai Mata College of Education,info@jaimatagroup.com
Jan Nayak Ch. Devi Lal Dental College,jcddental@gmail.com
Jan Nayak Ch.Devi Lal College of Engineering,principaljcdcoe@gmail.com
Jeevan Chanan College of Education,jccedukarnal@kuk.ac.in
JK Business School,info@jkbschool.org
JLJ Academy of Computer Technology,admissions@jljindia.in
K.V.M. College of Education,kvminstitutions@gmail.com
Kamrah Institute of Information Technology,info@kiit.in
Kedarnath Aggarwal Institute of Management,info@kaimindia.in
"Khushi School of Nursing, Narnaund",khushi.snj@gmail.com
KIIT College of Engineering,info@kiit.in
"KIIT College of Engineering, Bhondsi",principal@kiit.in
"Kissan College of Education, Meham",kissanmeham@gmail.com
"Kurukshetra Institute of Technology & Management,",kitmkkr@gmail.com
"Kurukshetra University, Kurukshetra",principaluck1973@gmail.com
"Lala Lajpat Rai University of Veterinary & Animal Sciences,...",registrar@luvas.edu.in
